Numero_Processo;Numero_Registro_Oferta;Tipo_Oferta;Tipo_Ativo;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Nome_Vendedor;CNPJ_Ofertante;Nome_Ofertante;Rito_Oferta;Modalidade_Oferta;Modalidade_Registro;Modalidade_Dispensa_Registro;Data_Abertura_Processo;Data_Protocolo;Data_Dispensa_Oferta;Data_Registro_Oferta;Data_Inicio_Oferta;Data_Encerramento_Oferta;Emissao;Classe_Ativo;Serie;Especie_Ativo;Forma_Ativo;Data_Emissao;Data_Vencimento;Quantidade_Sem_Lote_Suplementar;Quantidade_No_Lote_Suplementar;Quantidade_Total;Preco_Unitario;Valor_Total;Oferta_Inicial;Oferta_Incentivo_Fiscal;Oferta_Regime_Fiduciario;Tipo_Societario_Emissor;Ultimo_Comunicado;Data_Comunicado;Nr_Pessoa_Fisica;Qtd_Pessoa_Fisica;Nr_Clube_Investimento;Qtd_Clube_Investimento;Nr_Fundos_Investimento;Qtd_Fundos_Investimento;Nr_Entidade_Previdencia_Privada;Qtd_Entidade_Previdencia_Privada;Nr_Companhia_Seguradora;Qtd_Companhia_Seguradora;Nr_Investidor_Estrangeiro;Qtd_Investidor_Estrangeiro;Nr_Instit_Intermed_Partic_Consorcio_Distrib;Qtd_Instit_Intermed_Partic_Consorcio_Distrib;Nr_Instit_Financ_Emissora_Partic_Consorcio;Qtd_Instit_Financ_Emissora_Partic_Consorcio;Nr_Demais_Instit_Financ;Qtd_Demais_Instit_Financ;Nr_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtd_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Nr_Demais_Pessoa_Juridica;Qtd_Demais_Pessoa_Juridica;Nr_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdt_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Nr_Outros;Qtd_Outros;Qtd_Cli_Pessoa_Fisica;Qtd_Cli_Pessoa_Juridica;Qtd_Cli_Pessoa_Juridica_Ligada_Adm;QtD_Cli_Demais_Pessoa_Juridica;Qtd_Cli_Investidor_Estrangeiro;Qtd_Cli_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Outros;146;Garantia Real;Escritural;;;;;10.0;96087.71;960877.1;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Outros;147;Garantia Real;Escritural;;;;;10.0;96087.71;960877.1;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Subordinada Mezanino;148;Garantia Real;Escritural;;;;;55.0;92929.04;5111097.2;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Subordinada;149;Garantia Real;Escritural;;;;;4000.0;1000.0;4000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Subordinada;150;Garantia Real;Escritural;;;;;1000.0;1000.0;1000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;2.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Subordinada;151;Garantia Real;Escritural;;;;;1000.0;1000.0;1000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Subordinada;152;Garantia Real;Escritural;;;;;1000.0;1000.0;1000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;2.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Subordinada;153;Garantia Real;Escritural;;;;;1000.0;1000.0;1000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Subordinada;154;Garantia Real;Escritural;;;;;1000.0;1000.0;1000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2018-12-19;1.0;Subordinada;155;Garantia Real;Escritural;;;;;1000.0;1000.0;1000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-12-19;0.0;0.0;0.0;0.0;1.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Sênior;156;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;1.0;850.0;0.0;0.0;2.0;1150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;850.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Subordinada;157;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;1.0;400.0;0.0;0.0;1.0;1600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;400.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Sênior;158;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Subordinada;159;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Sênior;160;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Subordinada;161;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Sênior;162;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;3.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Subordinada;163;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Sênior;164;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Subordinada;165;Garantia Real;Escritural;;;;;2000.0;1000.0;2000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Sênior;166;Garantia Real;Escritural;;;;;3000.0;1000.0;3000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;02.671.743/0001-19;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-29;2019-12-23;1.0;Subordinada;167;Garantia Real;Escritural;;;;;3000.0;1000.0;3000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-12-23;0.0;0.0;0.0;0.0;1.0;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;03.017.677/0001-20;BANCO J. SAFRA S.A.;;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-03-28;2018-05-02;1.0;Não Aplicável;134;Não Aplicável;Nominativa e Escritural;;;;;150000.0;1000.0;150000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-05-02;43.0;96869.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;53131.0;96869.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-04-09;2018-05-23;1.0;Sênior;141;Garantia Real;Nominativa e Escritural;;;;;36000.0;1000.0;36000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-05-24;25.0;12250.0;0.0;0.0;3.0;3750.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;20000.0;0.0;0.0;0.0;0.0;12250.0;3.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-04-09;2018-05-23;1.0;Subordinada;142;Garantia Real;Nominativa e Escritural;;;;;9000.0;1000.0;9000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-05-24;11.0;8000.0;0.0;0.0;1.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8000.0;1.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;02.783.423/0001-50;ALTERE SECURITIZADORA S.A.;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;02.783.423/0001-50;ALTERE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-04-13;2018-04-18;2.0;Não Aplicável;16;Garantia Real;Nominativa e Escritural;;;;;42.0;500000.0;21000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-04-20;15.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;07.587.384/0001-30;GAIA SECURITIZADORA S/A;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;07.587.384/0001-30;GAIA SECURITIZADORA S/A;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-04-11;2018-05-10;4.0;Não Aplicável;Série Única;Garantia Real;Nominativa e Escritural;;;;;450.0;50404.18;22681881.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-05-11;7.0;246.0;0.0;0.0;1.0;204.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;246.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;03.559.006/0001-91;RB CAPITAL SECURITIZADORA S.A.;89.960.090/0001-76;RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;03.559.006/0001-91;RB CAPITAL SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-04-19;2019-02-07;1.0;Não Aplicável;123;Garantia Real;Nominativa e Escritural;;;;;66234.0;1000.0;66234000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-02-08;41.0;66234.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66234.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;03.559.006/0001-91;RB CAPITAL SECURITIZADORA S.A.;89.960.090/0001-76;RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;03.559.006/0001-91;RB CAPITAL SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-04-19;2019-02-07;1.0;Não Aplicável;124;Garantia Real;Nominativa e Escritural;;;;;108037.0;1000.0;108037000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2019-02-07;47.0;86953.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6550.0;1.0;13194.0;0.0;0.0;0.0;0.0;1.0;1340.0;86953.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;12.130.744/0001-00;ÁPICE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-04-19;2018-10-22;1.0;Não Aplicável;118;Garantia Real;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-10-23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;08.769.451/0001-08;ISEC SECURITIZADORA S.A.;13.220.493/0001-17;BR PARTNERS BANCO DE INVESTIMENTO S.A.;;08.769.451/0001-08;ISEC SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2018-05-08;2018-07-11;4.0;Sênior;21;Garantia Real;Nominativa e Escritural;;;;;175000.0;1000.0;175000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2018-07-11;0.0;0.0;0.0;0.0;1.0;175000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
